address,name,id,lat,lng,location,subCategory,details,reviews
,HongKong Bistro,106431,52.471622467041,13.487631797791,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=106431,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=106431
Schlangenbader Str. 26,Happy Garten,105385,52.472433987411,13.307844470383,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=105385,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=105385
,AsiaFood Imbiss,101281,52.474015068232,13.453958675947,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=101281,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101281
,China Pfanne,100824,52.480134,13.442717,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=100824,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100824
Schnellerstr.,Asia Snack (Im Zentrum Schöneweide),100713,52.481380525742,13.470409869844,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=100713,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100713
,yama,113821,52.4828,13.38238,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=113821,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=113821
Treskowallee 89,Thang Long Hotel & Restaurant,94776,52.484309118613,13.526519536972,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=94776,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=94776
,Thăng Long Quán,103997,52.486151368693,13.526857105602,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=103997,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=103997
Marheinekeplatz,Asia Snack,96451,52.489203,13.3950338,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=96451,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=96451
Golzstr. 52,Chi Chi Kan,97741,52.48985358,13.353251045899,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97741,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97741
Zossener Str. 19,Tibet-Haus,92423,52.49061,13.394177,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=92423,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=92423
,Asia-Imbiss,108105,52.492058135868,13.52554582113,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=108105,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=108105
,Asia Wok am Bahnhof,111486,52.492980957031,13.46031665802,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=111486,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=111486
,Asia-Wok,106350,52.49302030141,13.460501179258,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=106350,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=106350
,Thai-Imbiss Ban Dung am Treptower Hafen,105675,52.493552217441,13.463743681336,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=105675,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=105675
Westfaelische Str. 59,Asia-Imbiss,92708,52.496081,13.29555776,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=92708,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=92708
Paul-Lincke-Ufer 43,Chan,94602,52.496198722312,13.421473503113,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=94602,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=94602
,China Town,96286,52.497328260644,13.521052857932,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=96286,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=96286
Kurfürstendamm 137,Sayuri - Sushi Nudeln Tempura,99518,52.49779,13.295493,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=99518,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=99518
Wrangelstr. 76,Dúc Tâm Quán,97056,52.497942932065,13.443418891919,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97056,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97056
,Panasia Kitchen,110659,52.500245075474,13.443897366689,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=110659,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=110659
Weitling Strasse,Asia Tran Bistro,98686,52.501358593882,13.4934425354,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=98686,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=98686
Leibnizstraße 56,Hanoi's Corner,100805,52.50188,13.313187,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=100805,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100805
,Green Papaya,103321,52.503726,13.473146,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=103321,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=103321
Neue Bahnhof Str 36,PHỞ HOUSE (Pho House),93875,52.504663433333,13.468753,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=93875,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=93875
Sonntagstrasse 31,Glory Duck,112524,52.505578,13.466372,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=112524,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=112524
Dessauer Str. 3-5,"Phan's -Thai, Sushi, China",99840,52.505888431064,13.379427346491,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=99840,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=99840
Alfred Kowalke Str. 38,Hoang Asia,109186,52.5059,13.5164,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=109186,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=109186
Hardenbergplatz,Wok To Walk,105531,52.50631025962,13.332759067542,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=105531,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=105531
Bhf. Zoologischer Garten,asiagourmet,97402,52.507043548593,13.332569003105,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97402,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97402
Massower Str 4,Tiger Asia-Euro Bistro,94406,52.507255879462,13.511970442331,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=94406,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=94406
Kantstr. 78,HCP - Hot Chilli Pepper,97796,52.507801,13.283472,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97796,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97796
Revaler Str. 8,iPho,104237,52.508403316629,13.452270851352,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=104237,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=104237
Weitlingstraße 23,Coco's Asia & Sushi Spezialitäten,97568,52.508619,13.497481,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97568,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97568
Irenenstr. 1,Asia Sushi Snack,97451,52.509443351842,13.498613834381,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97451,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97451
Brückenstr. 1 B,Asia Gondel,96601,52.511676520423,13.416913747787,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=96601,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=96601
Frankfurter Allee 253,Asian Duc Anh,110113,52.511826,13.498359,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=110113,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=110113
City Carree Passage,Asian Food,105510,52.512097266857,13.433377309756,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=105510,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=105510
Jessnerstraße 16,Sakura Sushi,101595,52.51230076212,13.473119994942,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=101595,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101595
Frankfurter Allee 195,Asia Food Anh Minh,109971,52.512372716418,13.488930337089,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=109971,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=109971
Finowstr. 2,MiRai,97051,52.513478643906,13.469281196594,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=97051,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=97051
Rhinstr 17,Bamboo Bistro,109988,52.513882,13.518096,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=109988,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=109988
Ring-Center,Thang Long,105826,52.513981834224,13.473610323672,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=105826,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=105826
Seelingstraße 36,Angkor,92410,52.515374,13.291168,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=92410,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=92410
Möllendorffstraße 110,M&M Bistro Kristall,102276,52.516332745419,13.479287149796,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=102276,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=102276
